name,num_handles,num_threads,nice,memory_percent,cpu_percent,pid,read_count,write_count,read_bytes,write_bytes,cpu_times_user,cpu_times_system,voluntary_ctx_switches,involuntary_ctx_switches,memory_rss,memory_vms,label
UserOOBEBroker.exe,147,4,32.0,0.1176421779873221,0.0,2248,1,0,5408,0,0.03125,0.09375,45,0,9.63671875,1.93359375,benign
svchost.exe,207,6,,0.239337694089327,0.0,2256,103674,711,53049484,244496,1212.609375,4.109375,4084,0,19.60546875,11.10546875,benign
svchost.exe,179,2,,0.0893164975153037,0.0,2348,0,0,0,0,0.234375,0.6875,257,0,7.31640625,1.87890625,benign
conhost.exe,109,5,32.0,0.07248322275668,0.0,2384,2,2,0,113,0.015625,0.03125,229,0,5.9375,1.2890625,benign
spoolsv.exe,438,7,,0.1526439447658768,0.0,2388,2,2,232,320,0.015625,0.265625,581,0,12.50390625,5.10546875,benign
svchost.exe,417,12,,0.2089138150638257,0.0,2444,1,2,116,32928,0.796875,3.296875,1854,0,17.11328125,8.91015625,benign
svchost.exe,184,5,,0.092463795345528,0.0,2520,146,105,8884,10484,0.078125,0.125,168,0,7.57421875,1.94921875,benign
svchost.exe,577,14,32.0,0.4497297854067429,0.0,2712,1226,5291,5304037,11774849,2.3125,1.359375,2315,0,36.83984375,9.45703125,benign
svchost.exe,332,8,,0.2353320423054052,0.0,2728,0,0,0,0,0.84375,1.140625,1503,0,19.27734375,3.69921875,benign
svchost.exe,353,16,,0.3930784244627062,0.0,2732,275,816,81653640,4285092,1.765625,3.53125,6971,0,32.19921875,22.6953125,benign
svchost.exe,287,10,,0.1572695188496912,0.0,2740,752,87,9249496,253306,0.265625,0.34375,1222,0,12.8828125,3.8828125,benign
svchost.exe,359,10,,0.1743889115928808,0.0,2752,12764,6333,104000824,52429744,3.03125,1.96875,194,0,14.28515625,8.4609375,benign
svchost.exe,675,10,,0.445867192615104,0.0,2768,249,541,19997991,1116408,4.140625,3.1875,20691,0,36.5234375,20.49609375,benign
MpDefenderCoreService.exe,478,9,,0.2119180539017671,0.0,2780,215,7,1619886,14996,0.171875,0.515625,459,0,17.359375,8.05078125,benign
svchost.exe,205,4,,0.1064835765892542,0.0,2804,519,349,34880,60276,0.046875,0.140625,682,0,8.72265625,2.19140625,benign
svchost.exe,141,1,,0.0749152256254896,0.0,2840,0,0,0,0,0.03125,0.015625,37,0,6.13671875,1.55078125,benign
svchost.exe,136,3,,0.066999294719168,0.0,2872,1,0,512,0,0.0,0.03125,128,0,5.48828125,1.28125,benign
svchost.exe,366,5,,0.126893326154951,0.0,2908,1,1,116,160,0.203125,0.28125,384,0,10.39453125,2.8046875,benign
svchost.exe,422,10,,0.2673295702460185,0.0,2916,1048,33,3419662,66080,0.25,0.453125,1915,0,21.8984375,5.0859375,benign
MsMpEng.exe,893,29,,2.852405560798403,0.0,2936,2444,1173,159057656,2554454,68.984375,30.796875,314351,0,233.65625,332.5078125,benign
svchost.exe,114,4,,0.0640904285427486,0.0,2980,0,0,0,0,0.046875,0.234375,106,0,5.25,1.359375,benign
svchost.exe,384,11,,0.1480660570128233,0.0,3144,2,2,232,320,0.078125,0.15625,573,0,12.12890625,3.3359375,benign
Code.exe,219,7,32.0,0.3514005713776151,0.0,3204,37,9,8895,108,0.015625,0.078125,165,0,28.78515625,10.4609375,benign
sihost.exe,631,15,32.0,0.3360455728725816,0.0,3340,206,0,105472,0,2.203125,3.78125,27012,0,27.52734375,6.64453125,benign
SystemSettings.exe,823,20,32.0,0.3296079182198502,0.0,3372,23,4,130898,108,1.203125,1.90625,5691,0,27.0,22.453125,benign
powershell.exe,478,9,32.0,0.5518739058967487,0.0,3384,143,2,483772,120,4.28125,4.28125,35879,0,45.20703125,56.71484375,benign
msedge.exe,1997,74,32.0,2.6387707989892406,0.0,3512,404468,385738,299389235,337716347,85.859375,1278.1875,1164539,0,216.15625,112.1796875,benign
dllhost.exe,213,4,,0.1342370210921409,0.0,3532,43,51,3325952,1388544,0.0625,0.15625,275,0,10.99609375,3.5,benign
SearchProtocolHost.exe,361,8,,0.164899331771447,0.0,3572,8,0,783925,0,0.046875,0.171875,472,0,13.5078125,2.91796875,benign
SearchIndexer.exe,732,17,,0.6631261155621002,0.0,3816,3808,740,5370890,29635230,16.15625,5.953125,42815,0,54.3203125,47.87890625,benign
svchost.exe,170,11,,0.1405316167525895,0.0,3868,1,0,5742,0,0.015625,0.046875,351,0,11.51171875,2.26171875,benign
python.exe,158,4,32.0,0.1583186181264326,0.0,3896,64,0,7188108,0,0.03125,0.125,153,0,12.96875,4.71875,benign
svchost.exe,276,7,,0.2046697316260991,0.0,3968,0,0,0,0,0.109375,0.34375,120,0,16.765625,3.6171875,benign
svchost.exe,205,5,,0.0953726615219473,0.0,4000,0,0,0,0,0.0,0.046875,101,0,7.8125,1.87890625,benign
FileCoAuth.exe,208,6,32.0,0.3040480449319683,0.0,4132,9,122,216238,46134,0.046875,0.1875,207,0,24.90625,11.34765625,benign
taskhostw.exe,306,7,32.0,0.2142546841090548,0.0,4136,75,844,5361889,22564457,0.34375,1.3125,3544,0,17.55078125,7.40234375,benign
svchost.exe,214,1,,0.1368120829532335,0.0,4296,10,0,8870,0,0.546875,1.3125,36,0,11.20703125,2.67578125,benign
svchost.exe,173,3,,0.0936082672837913,0.0,4384,264,0,5392,0,0.015625,0.015625,82,0,7.66796875,1.77734375,benign
svchost.exe,309,8,,0.1782991907152806,0.0,4436,11,4,4856,4202,0.0625,0.15625,119,0,14.60546875,4.01171875,benign
ctfmon.exe,459,11,128.0,0.2377163588434538,0.0,4484,0,0,0,0,2.578125,10.515625,175040,0,19.47265625,4.35546875,benign
explorer.exe,2732,68,32.0,2.095957295937077,0.0,4520,40721,504,23389564,874665,23.25,45.1875,433563,0,171.69140625,93.84765625,benign
conhost.exe,114,5,32.0,0.0746767939716848,0.0,4880,399,1188,630,68593,2.921875,28.59375,910171,0,6.1171875,1.30078125,benign
taskhostw.exe,129,2,32.0,0.0902225377997622,0.0,4900,0,0,0,0,0.015625,0.015625,41,0,7.390625,1.38671875,benign
msedge.exe,257,10,32.0,0.2878823788039982,0.0,5020,29,28,10840,23936,0.09375,0.3125,1526,0,23.58203125,8.9921875,benign
AggregatorHost.exe,248,4,,0.0994259996366301,0.0,5024,215,0,101001803,0,0.984375,0.671875,217,0,8.14453125,2.44140625,benign
svchost.exe,401,3,,0.2472536249956486,0.0,5108,161,72,344876,126983,0.46875,0.546875,56,0,20.25390625,5.73046875,benign
svchost.exe,248,9,,0.1110614643423077,0.0,5152,1,0,63942,0,0.0625,0.21875,608,0,9.09765625,4.328125,benign
svchost.exe,287,4,32.0,0.2404821660275903,0.0,5352,2,0,2734,0,1.28125,0.890625,12066,0,19.69921875,3.734375,benign
NisSrv.exe,206,3,,0.1314235275772435,0.0,5648,0,0,0,0,0.125,0.140625,609,0,10.765625,4.1171875,benign
msedge.exe,274,12,32.0,0.2435340911962926,0.0,5716,82690,83029,346460,398588,8.5,8.5,27707,0,19.94921875,8.6953125,benign
svchost.exe,123,1,,0.0925591680070499,0.0,5748,645,2,996166,1001,0.078125,0.125,73,0,7.58203125,2.1640625,benign
svchost.exe,390,12,,0.266471216292321,0.0,5928,5,2,103892,8192,0.234375,0.421875,154,0,21.828125,5.78125,benign
OneDrive.Sync.Service.exe,502,16,16384.0,0.0571282242516464,0.0,5960,856,909,1100166,398020,0.484375,0.875,1681,0,4.6796875,36.33203125,benign
StartMenuExperienceHost.exe,612,5,32.0,0.7000830219018549,0.0,6124,85,746,281930,162946,1.015625,0.984375,4012,0,57.34765625,19.92578125,benign
SearchApp.exe,1502,45,32.0,3.0878329757653296,0.0,6324,13508,4580,71118173,39773729,13.328125,8.359375,43583,0,252.94140625,173.3984375,benign
svchost.exe,566,5,32.0,0.3261268160742991,0.0,6456,861,2581,15336571,79240166,8.15625,7.90625,5497,0,26.71484375,8.21875,benign
RuntimeBroker.exe,340,5,32.0,0.3207382606983091,0.0,6480,2450,6,902652,96,0.703125,1.21875,238,0,26.2734375,9.08984375,benign
Code.exe,1073,56,32.0,1.466974593199834,0.0,6496,137023,86326,112636339,93830147,57.25,72.03125,979982,0,120.16796875,116.71875,benign
RuntimeBroker.exe,776,11,32.0,0.5624125849949237,0.0,6588,2435,4,1788076,568,1.59375,2.890625,7784,0,46.0703125,14.53515625,benign
Code.exe,503,16,32.0,3.902553936816565,0.0,6684,661616,424956,366909895,9067738040,749.453125,519.453125,3501493,0,319.6796875,316.76953125,benign
svchost.exe,221,6,,0.0920823046994402,0.0,6736,1,0,4549,0,0.0625,0.3125,375,0,7.54296875,1.9609375,benign
svchost.exe,151,2,,0.0929883449838987,0.0,6996,1,1,5677,4096,0.03125,0.15625,49,0,7.6171875,1.57421875,benign
powershell.exe,613,9,32.0,0.654399517032842,0.0,7008,151,225,488603,3576,2.84375,2.421875,8406,0,53.60546875,57.4375,benign
Code.exe,348,17,32.0,0.5304150570543105,0.0,7124,1346,3039,2678238,497393,0.9375,1.09375,7704,0,43.44921875,13.109375,benign
svchost.exe,420,8,,0.3103903269231778,0.0,7164,9,0,86555,0,0.125,0.375,496,0,25.42578125,5.1953125,benign
msedge.exe,200,8,32.0,0.0877905349309525,0.0,7180,145,109,11234,1308,0.0,0.09375,415,0,7.19140625,2.109375,benign
Code.exe,354,23,32.0,1.1230607757516915,0.0,7284,5006,2748,27261303,11704988,4.484375,2.765625,75554,0,91.99609375,88.26171875,benign
msedge.exe,321,19,32768.0,0.5109113477730722,0.0,7360,94230,86377,200761482,10459224,61.484375,43.796875,307460,0,41.8515625,20.4921875,benign
msedge.exe,391,20,32.0,0.6810561759282263,0.0,7368,85093,160029,72352868,210642312,21.1875,80.515625,226626,0,55.7890625,31.0703125,benign
msedge.exe,203,11,32.0,0.2258901488147324,0.0,7484,13715,33920,16997675,17793295,3.046875,3.625,67957,0,18.50390625,10.53515625,benign
msedge.exe,556,18,64.0,1.716612534733531,0.0,7700,10357,14957,18027512,26234105,18.59375,6.71875,82198,0,140.6171875,118.6875,benign
Code.exe,332,25,32.0,1.0489562177491385,0.0,7876,135,5027,1228959,21840512,7.53125,8.40625,236789,0,85.92578125,86.11328125,benign
SecurityHealthSystray.exe,167,1,32.0,0.10872483413502,0.0,7884,1,0,5300,0,0.015625,0.140625,389,0,8.90625,1.6875,benign
svchost.exe,487,15,,0.2795849572515888,0.0,8140,85,23,2786918,118377,0.140625,0.421875,976,0,22.90234375,9.4609375,benign
SecurityHealthService.exe,396,6,,0.1825432741530073,0.0,8152,1,1,8480,4096,0.375,0.625,2184,0,14.953125,4.71875,benign
TextInputHost.exe,548,9,32.0,0.4509219436757672,0.0,8168,1,0,512,0,2.34375,3.078125,93090,0,36.9375,8.90234375,benign
OneDrive.exe,892,23,32.0,1.1356499670725886,0.0,8256,882,3133,5107420,1093635,1.484375,2.203125,10689,0,93.02734375,51.05078125,benign
msedgewebview2.exe,735,21,64.0,3.510429238969079,0.0,8292,37204,27505,44810095,231105635,77.21875,31.15625,279741,0,287.55859375,255.30078125,benign
svchost.exe,292,3,,0.1476368800359745,0.0,8336,3,0,10881,0,0.15625,0.140625,58,0,12.09375,2.65625,benign
dllhost.exe,245,5,32.0,0.1437266009135747,0.0,8532,159,165,10120212,2355200,0.046875,0.21875,709,0,11.7734375,3.46875,benign
svchost.exe,207,4,,0.1360967879918189,0.0,8616,13,1,10614,4096,0.140625,0.328125,190,0,11.1484375,2.51171875,benign
msedge.exe,301,16,64.0,1.2515277508217546,0.0,8728,2930,4422,4710980,5686958,3.703125,1.453125,26083,0,102.51953125,60.6953125,benign
powershell.exe,1503,13,32.0,0.7841063367026906,0.0,8800,164,904,573826,13014,4.203125,4.40625,43793,0,64.23046875,62.75390625,benign
svchost.exe,176,3,,0.0904609694535671,0.0,8804,2,2,208,276,0.03125,0.171875,76,0,7.41015625,1.64453125,benign
Code.exe,399,30,32.0,1.17880609641127,0.0,8820,5802,9216,2390803,33523927,6.53125,9.6875,142476,0,96.5625,121.93359375,benign
Discord.exe,323,17,32768.0,0.7149134707685176,0.0,8904,6131,5654,20064396,745112,2.765625,8.515625,24987,0,58.5625,18.36328125,benign
Code.exe,363,23,32.0,1.7806552769455186,0.0,8996,29986,47935,30300397,208737937,14.5,10.75,212781,0,145.86328125,180.87109375,benign
Discord.exe,1305,61,32.0,1.3413687979754292,0.0,9052,21136,17268,45714912,75658212,15.53125,33.59375,432100,0,109.87890625,113.77734375,benign
svchost.exe,405,11,,0.2104397776481769,0.0,9072,51,14,3196769,2773544,1.59375,3.34375,16022,0,17.23828125,5.92578125,benign
Code.exe,322,17,32768.0,1.1044154204241508,0.0,9088,503530,505421,9063019970,56734720,246.125,1460.265625,4731836,0,90.46875,111.234375,benign
notepad.exe,242,1,32.0,0.1998057258884797,0.0,9096,1,0,60,0,1.1875,4.59375,49822,0,16.3671875,2.5703125,benign
Discord.exe,355,17,32.0,0.6434316609578181,0.0,9220,6686,13739,14216292,3923808,1.5,2.296875,16176,0,52.70703125,14.703125,benign
msedgewebview2.exe,344,26,32768.0,0.6167273157316728,0.0,9340,26471,31480,210411432,3719592,13.421875,37.59375,138449,0,50.51953125,16.19921875,benign
SearchApp.exe,960,23,32.0,1.1938749769317376,0.0,9476,8589,5160,31752033,28680202,15.65625,11.078125,36776,0,97.796875,71.03515625,benign
audiodg.exe,183,6,32.0,0.1494966469356525,0.0,9544,1,0,8283,0,1.21875,1.484375,1852,0,12.24609375,6.62109375,benign
msedgewebview2.exe,377,23,32.0,0.4499682170605478,0.0,9768,5772,17229,5692874,19150928,2.234375,3.15625,23627,0,36.859375,14.01171875,benign
conhost.exe,114,5,32.0,0.0750582846177726,0.0,9992,84,191,94,5229,0.03125,0.078125,3058,0,6.1484375,1.32421875,benign
RuntimeBroker.exe,140,4,32.0,0.0983769003598887,0.0,10044,1,0,4448,0,0.03125,0.109375,61,0,8.05859375,1.734375,benign
Discord.exe,892,43,32.0,3.9498110906006905,0.0,10088,17958,22427,151606352,46235367,50.90625,47.109375,582346,0,323.55078125,328.12890625,benign
python.exe,142,7,32.0,0.831935726455947,0.0,10100,933,0,13632385,0,1.546875,11.125,29379,0,68.1484375,148.671875,benign
WinStore.App.exe,530,12,32.0,0.1198357492023269,0.0,10104,2,0,1024,0,0.34375,1.234375,852,0,9.81640625,14.91015625,benign
msedge.exe,207,14,64.0,0.3507329627469615,0.0,10188,30,49,64064,7752,0.015625,0.171875,243,0,28.73046875,15.39453125,benign
msedge.exe,436,17,64.0,1.571693775550932,0.0,10236,75283,76875,21599205,15903186,49.546875,27.390625,423534,0,128.74609375,91.640625,benign
msedgewebview2.exe,1165,56,32.0,1.2578223464822034,0.0,10340,17364,14708,22823429,21208426,2.9375,4.265625,47595,0,103.03515625,40.70703125,benign
Discord.exe,290,9,32.0,0.9689862410629856,0.0,10496,2066,3966,129688,282020,0.75,0.734375,10284,0,79.375,11.53125,benign
msedgewebview2.exe,147,9,32.0,0.0822112342319186,0.0,10532,19,11,2096,132,0.0,0.015625,360,0,6.734375,2.07421875,benign
msedge.exe,291,16,64.0,1.201790907838059,0.0,10536,81915,305799,33337643,64428418,460.046875,128.84375,1310719,0,98.4453125,61.17578125,benign
svchost.exe,226,8,,0.1216955161020048,0.0,11240,1,0,6025,0,0.15625,0.15625,355,0,9.96875,3.01171875,benign
svchost.exe,120,3,,0.0734846357026604,0.0,11524,1,0,3070,0,0.015625,0.015625,52,0,6.01953125,1.265625,benign
RuntimeBroker.exe,338,9,32.0,0.2849258262968178,0.0,11652,70,0,6855,0,0.390625,0.765625,1967,0,23.33984375,4.2734375,benign
msedge.exe,299,17,64.0,0.8463369983457613,0.0,11716,261,471,231648,470839,0.46875,0.375,2789,0,69.328125,33.3671875,benign
SearchFilterHost.exe,170,5,,0.1071988715506688,0.0,11756,363,0,7414,0,0.03125,0.0625,272,0,8.78125,2.11328125,benign
ApplicationFrameHost.exe,408,6,32.0,0.4185906114198271,0.0,12256,25,0,30577,0,0.234375,0.703125,938,0,34.2890625,12.76953125,benign
ShellExperienceHost.exe,586,19,32.0,0.5953638395507566,0.0,12536,52,0,492574,0,2.84375,2.90625,35977,0,48.76953125,11.421875,benign
svchost.exe,165,5,,0.1391010268297602,0.0,13020,393,0,200392,0,0.15625,0.265625,234,0,11.39453125,3.35546875,benign
System,2896,129,,0.001764394238156,0.0,4,209,1401,893584,70234107,0.0,183.140625,1453695,0,0.14453125,0.1953125,benign
Registry,0,4,,0.8837230816623645,0.0,108,485,1112,28171776,46985216,0.0,1.78125,2084,0,72.390625,6.18359375,benign
smss.exe,53,2,,0.012541504990136,0.0,352,22,32,13220,7486,0.0,0.234375,851,0,1.02734375,1.05859375,benign
svchost.exe,214,1,,0.1174037463335172,0.0,376,0,0,0,0,0.015625,0.125,32,0,9.6171875,2.22265625,benign
csrss.exe,463,10,,0.061515366681656,0.0,456,202,0,155764,0,0.109375,0.578125,5929,0,5.0390625,1.6953125,benign
wininit.exe,165,1,,0.0802560946707187,0.0,532,2,0,9732,0,0.015625,0.125,231,0,6.57421875,1.359375,benign
csrss.exe,566,12,,0.0660932544347095,0.0,540,43435,0,1377067,0,0.359375,35.9375,521114,0,5.4140625,1.85546875,benign
winlogon.exe,284,5,,0.1254150499013608,0.0,604,3,0,9872,0,0.03125,0.234375,644,0,10.2734375,3.66796875,benign
services.exe,593,6,,0.1057205952970786,0.0,672,27,1,124532,160,0.453125,1.203125,1645,0,8.66015625,4.32421875,benign
lsass.exe,1385,9,,0.2323278034674638,0.0,696,1007,656,85990,114193,0.96875,1.34375,12192,0,19.03125,7.53125,benign
dwm.exe,889,24,,0.9797156654842046,0.0,720,2,0,109516,0,155.421875,138.84375,779140,0,80.25390625,43.00390625,benign
svchost.exe,120,3,,0.0613723076893731,0.0,752,0,0,0,0,0.0,0.03125,49,0,5.02734375,1.265625,benign
svchost.exe,1346,14,,0.3750053051042972,0.0,820,82,1,249856,65536,1.46875,4.046875,12411,0,30.71875,11.109375,benign
fontdrvhost.exe,50,5,,0.039865772516174,0.0,840,0,0,0,0,0.0,0.09375,1710,0,3.265625,1.45703125,benign
fontdrvhost.exe,50,5,,0.048926175360759,0.0,848,0,0,0,0,0.03125,0.09375,4208,0,4.0078125,1.6796875,benign
svchost.exe,1120,9,,0.1633256828563349,0.0,944,12,0,6144,0,4.203125,4.640625,10686,0,13.37890625,7.234375,benign
svchost.exe,265,4,,0.0891734385230208,0.0,992,0,0,0,0,0.15625,0.09375,92,0,7.3046875,2.1875,benign
svchost.exe,228,2,,0.1281331707547363,0.0,1076,0,0,0,0,0.03125,0.1875,57,0,10.49609375,2.33984375,benign
svchost.exe,396,6,,0.2021423560957675,0.0,1164,1311,566,70546512,12012744,0.390625,0.875,2134,0,16.55859375,15.21484375,benign
svchost.exe,396,10,,0.1786806813613684,0.0,1172,1,143,6,2944234,0.265625,0.84375,2211,0,14.63671875,6.1015625,benign
svchost.exe,366,10,,0.1549805749731645,0.0,1232,0,0,0,0,0.171875,0.296875,437,0,12.6953125,3.04296875,benign
svchost.exe,161,2,,0.0716725551337434,0.0,1276,0,0,0,0,0.078125,0.359375,4119,0,5.87109375,1.47265625,benign
svchost.exe,244,2,,0.1609890526490472,0.0,1300,192,0,4601344,0,0.0625,0.171875,118,0,13.1875,3.1484375,benign
svchost.exe,147,4,,0.0819251162473528,0.0,1428,0,0,0,0,0.09375,0.125,290,0,6.7109375,4.54296875,benign
svchost.exe,237,5,,0.1133504082188344,0.0,1448,0,0,0,0,0.328125,0.59375,624,0,9.28515625,2.4765625,benign
svchost.exe,175,6,,0.0896503018306305,0.0,1492,34,0,714,0,0.03125,0.078125,166,0,7.34375,1.953125,benign
svchost.exe,225,3,,0.0710526328338508,0.0,1500,0,0,0,0,0.03125,0.0625,877,0,5.8203125,1.328125,benign
svchost.exe,246,5,,1.0483362954492457,0.0,1508,65,173,50519319,11074138,12.703125,15.609375,29318,0,85.875,79.96484375,benign
svchost.exe,265,2,,0.1426298153060723,0.0,1540,0,0,0,0,0.046875,0.0625,59,0,11.68359375,2.0546875,benign
msedgewebview2.exe,188,12,32.0,0.2385747127971514,0.0,1568,174,260,2568624,5490180,0.140625,0.09375,963,0,19.54296875,8.76953125,benign
svchost.exe,225,5,,0.0845478644392063,0.0,1612,0,0,0,0,0.046875,0.09375,435,0,6.92578125,2.03125,benign
svchost.exe,127,1,,0.0806375853168065,0.0,1620,0,0,0,0,0.0,0.0625,49,0,6.60546875,1.40625,benign
MemCompression,0,78,,3.1315613410731427,0.0,1632,0,0,0,0,0.0,9.484375,69424,0,256.5234375,0.59765625,benign
svchost.exe,179,4,,0.0969463104370595,0.0,1764,108,0,2172,0,0.03125,0.046875,186,0,7.94140625,1.87109375,benign
svchost.exe,394,5,,0.1236506556632048,0.0,1812,1,1,116,160,0.171875,0.828125,832,0,10.12890625,3.95703125,benign
svchost.exe,187,2,,0.0898887334844354,0.0,1848,0,0,0,0,0.03125,0.25,189,0,7.36328125,1.73828125,benign
svchost.exe,155,4,,0.0872659852925818,0.0,1876,0,0,0,0,0.53125,0.40625,2220,0,7.1484375,1.8671875,benign
Discord.exe,196,7,32.0,0.3915524618783551,0.0,1904,11,10,6047,120,0.03125,0.046875,116,0,32.07421875,10.2109375,benign
svchost.exe,619,7,,0.1132550355573125,0.0,2012,0,0,0,0,0.359375,0.28125,888,0,9.27734375,2.9765625,benign
RuntimeBroker.exe,330,3,32.0,0.3434846404712935,0.0,2020,12,2,147178,248,0.984375,1.578125,110,0,28.13671875,6.44140625,benign
svchost.exe,298,8,,0.0984722730214106,0.0,2076,2,0,824,0,0.09375,0.359375,207,0,8.06640625,2.953125,benign
svchost.exe,211,3,,0.119549631217761,0.0,2100,0,0,0,0,0.015625,0.015625,128,0,9.79296875,2.2890625,benign
svchost.exe,362,4,,0.1060543996124055,0.0,2108,0,0,0,0,0.03125,0.140625,219,0,8.6875,2.1875,benign
svchost.exe,292,3,32.0,0.2060049488874063,0.0,2132,105,778,366831,1603843,0.265625,0.25,52,0,16.875,4.5703125,benign
svchost.exe,220,3,,0.1577940684880619,0.0,2200,4,0,512,0,0.078125,0.0625,511,0,12.92578125,2.2421875,benign
svchost.exe,181,4,,0.2189756308543912,0.0,2256,98684,711,50499548,244496,6.4375,3.484375,2405,0,17.9375,9.3515625,benign
svchost.exe,177,2,,0.0877428486001916,0.0,2348,0,0,0,0,0.140625,0.296875,152,0,7.1875,1.8203125,benign
conhost.exe,109,5,32.0,0.0723401637643971,0.0,2384,2,2,0,113,0.015625,0.03125,214,0,5.92578125,1.2890625,benign
spoolsv.exe,438,7,,0.150402687220111,0.0,2388,2,2,232,320,0.015625,0.265625,580,0,12.3203125,5.10546875,benign
svchost.exe,403,10,,0.163182623864052,0.0,2444,1,2,116,32928,0.28125,1.90625,786,0,13.3671875,8.796875,benign
svchost.exe,180,3,,0.0913193234072646,0.0,2520,105,74,6452,7524,0.046875,0.015625,42,0,7.48046875,1.83984375,benign
python.exe,142,7,32.0,0.8297898415717033,0.0,2600,933,0,13632388,0,0.390625,1.046875,2522,0,67.97265625,148.14453125,benign
svchost.exe,500,5,32.0,0.4241222257881,0.0,2712,1117,2928,4588028,6320808,0.9375,0.828125,173,0,34.7421875,8.58984375,benign
svchost.exe,288,4,,0.2021900424265285,0.0,2728,0,0,0,0,0.65625,0.921875,701,0,16.5625,3.4609375,benign
svchost.exe,356,16,,0.2681879241997161,0.0,2732,226,50,81067912,586404,1.015625,1.34375,4229,0,21.96875,15.50390625,benign
svchost.exe,273,5,,0.148542920320433,0.0,2740,576,66,9200235,248562,0.203125,0.234375,851,0,12.16796875,3.62890625,benign
svchost.exe,363,11,,0.1932250122434654,0.0,2752,12764,6333,104000824,52429744,2.984375,1.90625,1304,0,15.828125,8.51953125,benign
svchost.exe,676,10,,0.4462963695919528,0.0,2768,248,479,19797287,988688,3.046875,2.34375,13357,0,36.55859375,20.421875,benign
MpDefenderCoreService.exe,471,8,,0.2148746064089474,0.0,2780,215,7,1619886,14996,0.140625,0.421875,425,0,17.6015625,8.55078125,benign
svchost.exe,205,4,,0.1067220082430591,0.0,2804,516,347,34632,59356,0.015625,0.109375,528,0,8.7421875,2.22265625,benign
svchost.exe,141,1,,0.0749629119562506,0.0,2840,0,0,0,0,0.03125,0.015625,37,0,6.140625,1.55078125,benign
svchost.exe,136,3,,0.0664747450807973,0.0,2872,1,0,512,0,0.0,0.03125,100,0,5.4453125,1.28125,benign
svchost.exe,366,5,,0.1189297089178683,0.0,2908,1,1,116,160,0.09375,0.0625,187,0,9.7421875,2.78515625,benign
svchost.exe,385,7,,0.2444401314807511,0.0,2916,832,17,3414960,33120,0.140625,0.1875,641,0,20.0234375,4.44140625,benign
MsMpEng.exe,877,28,,2.900616441197747,0.0,2936,2407,1088,153615032,2347900,49.328125,19.71875,277207,0,237.60546875,335.484375,benign
svchost.exe,114,4,,0.0639473695504657,0.0,2980,0,0,0,0,0.015625,0.171875,65,0,5.23828125,1.359375,benign
svchost.exe,378,11,,0.1420575793369406,0.0,3144,2,2,232,320,0.03125,0.140625,572,0,11.63671875,3.31640625,benign
Code.exe,219,7,32.0,0.3518297483544639,0.0,3204,28,9,7857,108,0.015625,0.0625,140,0,28.8203125,10.4609375,benign
sihost.exe,566,11,32.0,0.3514959440391371,0.0,3340,164,0,83968,0,1.046875,1.75,8188,0,28.79296875,6.5078125,benign
powershell.exe,567,9,32.0,0.5409060498217246,0.0,3384,143,2,483772,120,3.953125,3.390625,20401,0,44.30859375,56.89453125,benign
msedge.exe,2051,67,32.0,2.67200817152964,0.0,3512,235829,244344,217007917,222590986,46.21875,41.109375,631632,0,218.87890625,113.5625,benign
dllhost.exe,212,4,,0.137670436906931,0.0,3532,43,51,3325952,1388544,0.046875,0.15625,264,0,11.27734375,3.5,benign
MicrosoftEdgeUpdate.exe,212,4,,0.0441575422846616,0.0,3756,1,37,92,3888,0.0,0.15625,886,0,3.6171875,1.9375,benign
SearchIndexer.exe,710,15,,0.4734775781257078,0.0,3816,2450,416,5297770,5443034,6.0625,3.34375,18831,0,38.78515625,32.078125,benign
svchost.exe,150,3,,0.1357629836764921,0.0,3868,1,0,5742,0,0.0,0.046875,104,0,11.12109375,1.72265625,benign
svchost.exe,273,5,,0.2038590640031625,0.0,3968,0,0,0,0,0.03125,0.15625,168,0,16.69921875,3.515625,benign
svchost.exe,205,5,,0.0928929723223767,0.0,4000,0,0,0,0,0.0,0.046875,101,0,7.609375,1.87890625,benign
FileCoAuth.exe,200,3,32.0,0.2947968967643394,0.0,4132,9,116,216238,45169,0.046875,0.171875,162,0,24.1484375,11.25,benign
taskhostw.exe,270,7,32.0,0.2064341258642551,0.0,4136,74,579,5148265,15707753,0.21875,0.75,2380,0,16.91015625,7.84375,benign
svchost.exe,219,4,,0.137670436906931,0.0,4296,10,0,8870,0,0.34375,1.109375,71,0,11.27734375,2.84765625,benign
svchost.exe,173,3,,0.0913670097380256,0.0,4384,264,0,5392,0,0.015625,0.015625,82,0,7.484375,1.77734375,benign
svchost.exe,300,5,,0.1699063965013492,0.0,4436,11,4,4856,4202,0.046875,0.125,94,0,13.91796875,3.85546875,benign
ctfmon.exe,440,10,128.0,0.2353320423054052,0.0,4484,0,0,0,0,1.390625,5.84375,103900,0,19.27734375,4.19921875,benign
explorer.exe,2940,69,32.0,1.9411197799561952,0.0,4520,28335,485,18086603,864692,13.125,24.453125,244017,0,159.0078125,82.69140625,benign
conhost.exe,114,5,32.0,0.0748675392947287,0.0,4880,351,971,534,42462,1.046875,8.859375,290707,0,6.1328125,1.30078125,benign
msedge.exe,253,9,32.0,0.2877870061424762,0.0,5020,24,26,10168,14184,0.078125,0.1875,1021,0,23.57421875,8.88671875,benign
