time,application,input
2025-11-13 13:39:21.329,New Tab - Google Chrome,i
2025-11-13 13:39:21.466,New Tab - Google Chrome,n
2025-11-13 13:39:21.549,New Tab - Google Chrome,g
2025-11-13 13:39:21.662,New Tab - Google Chrome,[space]
2025-11-13 13:39:21.769,New Tab - Google Chrome,t
2025-11-13 13:39:21.806,New Tab - Google Chrome,o
2025-11-13 13:39:21.904,New Tab - Google Chrome,[space]
2025-11-13 13:39:22.035,New Tab - Google Chrome,b
2025-11-13 13:39:22.119,New Tab - Google Chrome,e
2025-11-13 13:39:22.192,New Tab - Google Chrome,[space]
2025-11-13 13:39:22.263,New Tab - Google Chrome,a
2025-11-13 13:39:22.330,New Tab - Google Chrome,[space]
2025-11-13 13:39:22.448,New Tab - Google Chrome,h
2025-11-13 13:39:22.460,New Tab - Google Chrome,w
2025-11-13 13:39:22.639,New Tab - Google Chrome,o
2025-11-13 13:39:22.801,New Tab - Google Chrome,l
2025-11-13 13:39:22.879,New Tab - Google Chrome,e
2025-11-13 13:39:22.935,New Tab - Google Chrome,[space]
2025-11-13 13:39:23.051,New Tab - Google Chrome,n
2025-11-13 13:39:23.129,New Tab - Google Chrome,e
2025-11-13 13:39:23.193,New Tab - Google Chrome,w
2025-11-13 13:39:23.319,New Tab - Google Chrome,[space]
2025-11-13 13:39:23.450,New Tab - Google Chrome,e
2025-11-13 13:39:23.620,New Tab - Google Chrome,x
2025-11-13 13:39:23.690,New Tab - Google Chrome,p
2025-11-13 13:39:23.821,New Tab - Google Chrome,e
2025-11-13 13:39:23.974,New Tab - Google Chrome,r
2025-11-13 13:39:24.058,New Tab - Google Chrome,i
2025-11-13 13:39:24.183,New Tab - Google Chrome,e
2025-11-13 13:39:24.249,New Tab - Google Chrome,n
2025-11-13 13:39:24.336,New Tab - Google Chrome,c
2025-11-13 13:39:24.458,New Tab - Google Chrome,e
2025-11-13 13:39:24.460,New Tab - Google Chrome,[space]
2025-11-13 13:39:24.762,New Tab - Google Chrome,c
2025-11-13 13:39:24.888,New Tab - Google Chrome,a
2025-11-13 13:39:25.132,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:25.410,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:31.951,New Tab - Google Chrome,o
2025-11-13 13:39:32.728,New Tab - Google Chrome,j
2025-11-13 13:39:33.184,New Tab - Google Chrome,j
2025-11-13 13:39:33.540,New Tab - Google Chrome,a
2025-11-13 13:39:33.955,New Tab - Google Chrome,j
2025-11-13 13:39:34.064,New Tab - Google Chrome,j
2025-11-13 13:39:34.497,New Tab - Google Chrome,j
2025-11-13 13:39:34.500,New Tab - Google Chrome,d
2025-11-13 13:39:34.691,New Tab - Google Chrome,j
2025-11-13 13:39:34.797,New Tab - Google Chrome,s
2025-11-13 13:39:35.004,New Tab - Google Chrome,d
2025-11-13 13:39:35.700,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:35.885,New Tab - Google Chrome,[ctrl_l]
2025-11-13 13:39:36.363,New Tab - Google Chrome,[ctrl_l]
2025-11-13 13:39:36.527,New Tab - Google Chrome,
2025-11-13 13:39:36.765,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:39.191,New Tab - Google Chrome,t
2025-11-13 13:39:39.301,New Tab - Google Chrome,g
2025-11-13 13:39:39.737,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:40.165,New Tab - Google Chrome,h
2025-11-13 13:39:40.312,New Tab - Google Chrome,e
2025-11-13 13:39:40.392,New Tab - Google Chrome,y
2025-11-13 13:39:40.504,New Tab - Google Chrome,[space]
2025-11-13 13:39:40.892,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:41.027,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:41.145,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:41.250,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:41.355,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:41.479,New Tab - Google Chrome,[backspace]
2025-11-13 13:39:41.915,New Tab - Google Chrome,t
2025-11-13 13:39:42.028,New Tab - Google Chrome,h
2025-11-13 13:39:42.171,New Tab - Google Chrome,e
2025-11-13 13:39:42.202,New Tab - Google Chrome,y
2025-11-13 13:39:42.319,New Tab - Google Chrome,[space]
2025-11-13 13:39:43.220,New Tab - Google Chrome,a
2025-11-13 13:39:43.422,New Tab - Google Chrome,r
2025-11-13 13:39:43.570,New Tab - Google Chrome,e
2025-11-13 13:39:43.682,New Tab - Google Chrome,[space]
2025-11-13 13:39:44.061,New Tab - Google Chrome,o
2025-11-13 13:39:44.195,New Tab - Google Chrome,f
2025-11-13 13:39:44.393,New Tab - Google Chrome,t
2025-11-13 13:39:44.570,New Tab - Google Chrome,e
2025-11-13 13:39:44.638,New Tab - Google Chrome,n
2025-11-13 13:39:44.794,New Tab - Google Chrome,[space]
2025-11-13 13:39:44.825,New Tab - Google Chrome,t
2025-11-13 13:39:44.950,New Tab - Google Chrome,b
2025-11-13 13:39:44.953,New Tab - Google Chrome,h
2025-11-13 13:39:45.017,New Tab - Google Chrome,e
2025-11-13 13:39:45.162,New Tab - Google Chrome,r
2025-11-13 13:39:45.299,New Tab - Google Chrome,e
2025-11-13 13:39:45.392,New Tab - Google Chrome,[space]
2025-11-13 13:39:45.550,New Tab - Google Chrome,t
2025-11-13 13:39:45.620,New Tab - Google Chrome,o
2025-11-13 13:39:45.743,New Tab - Google Chrome,[space]
2025-11-13 13:39:45.854,New Tab - Google Chrome,s
2025-11-13 13:39:46.029,New Tab - Google Chrome,e
2025-11-13 13:39:46.164,New Tab - Google Chrome,e
2025-11-13 13:39:46.254,New Tab - Google Chrome,[space]
2025-11-13 13:39:46.351,New Tab - Google Chrome,i
2025-11-13 13:39:46.400,New Tab - Google Chrome,f
2025-11-13 13:39:46.480,New Tab - Google Chrome,[space]
2025-11-13 13:39:46.613,New Tab - Google Chrome,t
2025-11-13 13:39:46.687,New Tab - Google Chrome,h
2025-11-13 13:39:46.830,New Tab - Google Chrome,e
2025-11-13 13:39:46.843,New Tab - Google Chrome,y
2025-11-13 13:39:46.943,New Tab - Google Chrome,[space]
2025-11-13 13:39:47.040,New Tab - Google Chrome,c
2025-11-13 13:39:47.131,New Tab - Google Chrome,a
2025-11-13 13:39:47.211,New Tab - Google Chrome,n
2025-11-13 13:39:47.327,New Tab - Google Chrome,[space]
2025-11-13 13:39:47.410,New Tab - Google Chrome,c
2025-11-13 13:39:47.443,New Tab - Google Chrome,i
2025-11-13 13:39:47.445,New Tab - Google Chrome,o
2025-11-13 13:39:47.620,New Tab - Google Chrome,n
2025-11-13 13:39:47.710,New Tab - Google Chrome,n
2025-11-13 13:39:47.801,New Tab - Google Chrome,e
2025-11-13 13:39:47.883,New Tab - Google Chrome,c
2025-11-13 13:39:47.956,New Tab - Google Chrome,t
2025-11-13 13:39:48.119,New Tab - Google Chrome,[space]
2025-11-13 13:39:48.181,New Tab - Google Chrome,w
2025-11-13 13:39:48.271,New Tab - Google Chrome,i
2025-11-13 13:39:48.397,New Tab - Google Chrome,t
2025-11-13 13:39:48.435,New Tab - Google Chrome,h
2025-11-13 13:39:48.560,New Tab - Google Chrome,[space]
2025-11-13 13:39:48.592,New Tab - Google Chrome,t
2025-11-13 13:39:48.667,New Tab - Google Chrome,h
2025-11-13 13:39:48.756,New Tab - Google Chrome,e
2025-11-13 13:39:48.826,New Tab - Google Chrome,i
2025-11-13 13:39:48.930,New Tab - Google Chrome,[space]
2025-11-13 13:39:48.942,New Tab - Google Chrome,r
2025-11-13 13:39:49.123,New Tab - Google Chrome,p
2025-11-13 13:39:49.227,New Tab - Google Chrome,a
2025-11-13 13:39:49.384,New Tab - Google Chrome,r
2025-11-13 13:39:49.501,New Tab - Google Chrome,e
2025-11-13 13:39:49.570,New Tab - Google Chrome,n
2025-11-13 13:39:49.685,New Tab - Google Chrome,t
2025-11-13 13:39:49.854,New Tab - Google Chrome,s
2025-11-13 13:39:49.927,New Tab - Google Chrome,[space]
2025-11-13 13:39:50.160,New Tab - Google Chrome,o
2025-11-13 13:39:50.317,New Tab - Google Chrome,r
2025-11-13 13:39:50.392,New Tab - Google Chrome,[space]
2025-11-13 13:39:50.549,New Tab - Google Chrome,n
2025-11-13 13:39:50.683,New Tab - Google Chrome,o
2025-11-13 13:39:50.756,New Tab - Google Chrome,t
2025-11-13 13:39:51.331,New Tab - Google Chrome,[ctrl_l]
2025-11-13 13:39:51.494,New Tab - Google Chrome,
2025-11-13 13:39:51.913,New Tab - Google Chrome,
2025-11-13 13:39:53.007,guitar brands - Google Search - Google Chrome,[ctrl_l]
2025-11-13 13:40:13.473,Search,n
2025-11-13 13:40:13.810,Search,o
2025-11-13 13:40:14.000,Search,t
2025-11-13 13:40:14.231,Search,e
2025-11-13 13:40:14.469,Search,p
2025-11-13 13:40:14.540,Search,a
2025-11-13 13:40:14.629,Search,d
2025-11-13 13:40:14.967,Search,[enter]
2025-11-13 13:40:19.338,Untitled - Notepad,s
2025-11-13 13:40:19.508,*s - Notepad,e
2025-11-13 13:40:19.612,*se - Notepad,c
2025-11-13 13:40:19.766,*sec - Notepad,u
2025-11-13 13:40:19.835,*secu - Notepad,r
2025-11-13 13:40:19.980,*secur - Notepad,e
2025-11-13 13:40:20.103,*secure - Notepad,[space]
2025-11-13 13:40:20.174,*secure - Notepad,c
2025-11-13 13:40:20.273,*secure c - Notepad,o
2025-11-13 13:40:20.377,*secure co - Notepad,d
2025-11-13 13:40:20.493,*secure cod - Notepad,i
2025-11-13 13:40:20.646,*secure codi - Notepad,n
2025-11-13 13:40:20.723,*secure codin - Notepad,g
2025-11-13 13:40:20.851,*secure coding - Notepad,[space]
2025-11-13 13:40:21.568,*secure coding - Notepad,-
2025-11-13 13:40:21.732,*secure coding - - Notepad,[space]
2025-11-13 13:40:21.928,*secure coding - - Notepad,k
2025-11-13 13:40:22.051,*secure coding - k - Notepad,e
2025-11-13 13:40:22.156,*secure coding - ke - Notepad,y
2025-11-13 13:40:22.420,*secure coding - key - Notepad,l
2025-11-13 13:40:22.582,*secure coding - keyl - Notepad,o
2025-11-13 13:40:22.664,*secure coding - keylo - Notepad,g
2025-11-13 13:40:22.822,*secure coding - keylog - Notepad,g
2025-11-13 13:40:22.902,*secure coding - keylogg - Notepad,e
2025-11-13 13:40:23.080,*secure coding - keylogge - Notepad,r
2025-11-13 13:40:23.533,*secure coding - keylogger - Notepad,[enter]
2025-11-13 13:40:24.453,*secure coding - keylogger - Notepad,-
2025-11-13 13:40:24.607,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:24.939,*secure coding - keylogger - Notepad,d
2025-11-13 13:40:25.058,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:25.237,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:25.522,*secure coding - keylogger - Notepad,[backspace]
2025-11-13 13:40:26.153,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:26.339,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:26.462,*secure coding - keylogger - Notepad,c
2025-11-13 13:40:26.659,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:26.788,*secure coding - keylogger - Notepad,i
2025-11-13 13:40:26.921,*secure coding - keylogger - Notepad,o
2025-11-13 13:40:27.070,*secure coding - keylogger - Notepad,n
2025-11-13 13:40:27.218,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:27.664,*secure coding - keylogger - Notepad,u
2025-11-13 13:40:27.747,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:27.813,*secure coding - keylogger - Notepad,i
2025-11-13 13:40:27.951,*secure coding - keylogger - Notepad,n
2025-11-13 13:40:28.025,*secure coding - keylogger - Notepad,g
2025-11-13 13:40:28.097,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:28.320,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:29.180,*secure coding - keylogger - Notepad,[backspace]
2025-11-13 13:40:29.501,*secure coding - keylogger - Notepad,m
2025-11-13 13:40:29.879,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:30.053,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:30.194,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:30.351,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:30.900,*secure coding - keylogger - Notepad,c
2025-11-13 13:40:31.044,*secure coding - keylogger - Notepad,h
2025-11-13 13:40:31.241,*secure coding - keylogger - Notepad,n
2025-11-13 13:40:31.397,*secure coding - keylogger - Notepad,i
2025-11-13 13:40:31.506,*secure coding - keylogger - Notepad,q
2025-11-13 13:40:31.854,*secure coding - keylogger - Notepad,[backspace]
2025-11-13 13:40:32.291,*secure coding - keylogger - Notepad,q
2025-11-13 13:40:32.465,*secure coding - keylogger - Notepad,u
2025-11-13 13:40:32.561,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:32.726,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:32.829,*secure coding - keylogger - Notepad,[enter]
2025-11-13 13:40:33.702,*secure coding - keylogger - Notepad,-
2025-11-13 13:40:33.878,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:35.248,*secure coding - keylogger - Notepad,w
2025-11-13 13:40:35.348,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:35.413,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:35.524,*secure coding - keylogger - Notepad,c
2025-11-13 13:40:35.627,*secure coding - keylogger - Notepad,a
2025-11-13 13:40:35.727,*secure coding - keylogger - Notepad,n
2025-11-13 13:40:35.838,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:35.983,*secure coding - keylogger - Notepad,u
2025-11-13 13:40:36.042,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:36.208,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:36.254,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:36.404,*secure coding - keylogger - Notepad,m
2025-11-13 13:40:36.596,*secure coding - keylogger - Notepad,u
2025-11-13 13:40:36.723,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:36.783,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:36.892,*secure coding - keylogger - Notepad,i
2025-11-13 13:40:37.050,*secure coding - keylogger - Notepad,p
2025-11-13 13:40:37.174,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:37.266,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:37.345,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:37.764,*secure coding - keylogger - Notepad,a
2025-11-13 13:40:37.838,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:38.041,*secure coding - keylogger - Notepad,g
2025-11-13 13:40:38.156,*secure coding - keylogger - Notepad,o
2025-11-13 13:40:38.310,*secure coding - keylogger - Notepad,r
2025-11-13 13:40:38.451,*secure coding - keylogger - Notepad,i
2025-11-13 13:40:38.517,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:38.633,*secure coding - keylogger - Notepad,h
2025-11-13 13:40:38.794,*secure coding - keylogger - Notepad,m
2025-11-13 13:40:38.880,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:38.975,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:39.136,*secure coding - keylogger - Notepad,b
2025-11-13 13:40:39.296,*secure coding - keylogger - Notepad,u
2025-11-13 13:40:39.361,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:39.486,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:39.639,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:39.687,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:39.885,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:40.228,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:40.338,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:40.449,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:40.624,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:40.753,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:40.821,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:40.953,*secure coding - keylogger - Notepad,h
2025-11-13 13:40:41.108,*secure coding - keylogger - Notepad,o
2025-11-13 13:40:41.182,*secure coding - keylogger - Notepad,w
2025-11-13 13:40:41.271,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:41.450,*secure coding - keylogger - Notepad,w
2025-11-13 13:40:41.615,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:41.805,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:41.895,*secure coding - keylogger - Notepad,c
2025-11-13 13:40:41.995,*secure coding - keylogger - Notepad,a
2025-11-13 13:40:42.085,*secure coding - keylogger - Notepad,n
2025-11-13 13:40:42.224,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:42.440,*secure coding - keylogger - Notepad,g
2025-11-13 13:40:42.506,*secure coding - keylogger - Notepad,o
2025-11-13 13:40:42.615,*secure coding - keylogger - Notepad,o
2025-11-13 13:40:43.121,*secure coding - keylogger - Notepad,[backspace]
2025-11-13 13:40:43.378,*secure coding - keylogger - Notepad,[enter]
2025-11-13 13:40:44.530,*secure coding - keylogger - Notepad,-
2025-11-13 13:40:44.706,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:44.797,*secure coding - keylogger - Notepad,s
2025-11-13 13:40:44.938,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:45.025,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:45.153,*secure coding - keylogger - Notepad,a
2025-11-13 13:40:45.212,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:45.540,*secure coding - keylogger - Notepad,t
2025-11-13 13:40:45.657,*secure coding - keylogger - Notepad,h
2025-11-13 13:40:45.795,*secure coding - keylogger - Notepad,[space]
2025-11-13 13:40:46.000,*secure coding - keylogger - Notepad,k
2025-11-13 13:40:46.146,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:46.238,*secure coding - keylogger - Notepad,y
2025-11-13 13:40:46.453,*secure coding - keylogger - Notepad,l
2025-11-13 13:40:46.596,*secure coding - keylogger - Notepad,o
2025-11-13 13:40:46.706,*secure coding - keylogger - Notepad,g
2025-11-13 13:40:46.845,*secure coding - keylogger - Notepad,g
2025-11-13 13:40:46.942,*secure coding - keylogger - Notepad,e
2025-11-13 13:40:47.081,*secure coding - keylogger - Notepad,r
2025-11-13 13:40:53.429,Untitled - Notepad,b
2025-11-13 13:40:53.778,*b - Notepad,o
2025-11-13 13:40:53.997,*bo - Notepad,n
2025-11-13 13:40:54.123,*bon - Notepad,a
2025-11-13 13:40:54.356,*bona - Notepad,r
2025-11-13 13:40:54.544,*bonar - Notepad,g
2025-11-13 13:40:54.916,*bonarg - Notepad,o
2025-11-13 13:40:55.212,*bonargo - Notepad,[shift]
2025-11-13 13:40:55.477,*bonargo - Notepad,_
2025-11-13 13:40:57.038,*bonargo_ - Notepad,m
2025-11-13 13:40:57.248,*bonargo_m - Notepad,u
2025-11-13 13:40:57.383,*bonargo_mu - Notepad,c
2025-11-13 13:40:57.466,*bonargo_muc - Notepad,h
2025-11-13 13:40:57.634,*bonargo_much - Notepad,a
2025-11-13 13:40:57.858,*bonargo_mucha - Notepad,h
2025-11-13 13:40:58.050,*bonargo_muchah - Notepad,i
2025-11-13 13:40:59.731,*bonargo_muchahi - Notepad,[shift]
2025-11-13 13:41:00.480,*bonargo_muchahi - Notepad,[shift]
2025-11-13 13:41:00.823,*bonargo_muchahi - Notepad,@
2025-11-13 13:41:04.749,*bonargo_muchahi@ - Notepad,o
2025-11-13 13:41:05.050,*bonargo_muchahi@o - Notepad,u
2025-11-13 13:41:05.220,*bonargo_muchahi@ou - Notepad,t
2025-11-13 13:41:05.503,*bonargo_muchahi@out - Notepad,l
2025-11-13 13:41:05.677,*bonargo_muchahi@outl - Notepad,o
2025-11-13 13:41:05.818,*bonargo_muchahi@outlo - Notepad,o
2025-11-13 13:41:05.968,*bonargo_muchahi@outloo - Notepad,k
2025-11-13 13:41:06.307,*bonargo_muchahi@outlook - Notepad,.
2025-11-13 13:41:06.459,*bonargo_muchahi@outlook. - Notepad,c
2025-11-13 13:41:06.616,*bonargo_muchahi@outlook.c - Notepad,o
2025-11-13 13:41:06.803,*bonargo_muchahi@outlook.co - Notepad,m
2025-11-13 13:41:07.085,*bonargo_muchahi@outlook.com - Notepad,[tab]
2025-11-13 13:41:08.322,*bonargo_muchahi@outlook.com - Notepad,[enter]
2025-11-13 13:41:09.380,*bonargo_muchahi@outlook.com - Notepad,a
2025-11-13 13:41:09.500,*bonargo_muchahi@outlook.com - Notepad,p
2025-11-13 13:41:09.592,*bonargo_muchahi@outlook.com - Notepad,e
2025-11-13 13:41:09.815,*bonargo_muchahi@outlook.com - Notepad,x
2025-11-13 13:41:10.042,*bonargo_muchahi@outlook.com - Notepad,s
2025-11-13 13:41:10.208,*bonargo_muchahi@outlook.com - Notepad,e
2025-11-13 13:41:10.385,*bonargo_muchahi@outlook.com - Notepad,c
2025-11-13 13:41:10.979,*bonargo_muchahi@outlook.com - Notepad,5
2025-11-13 13:41:11.802,*bonargo_muchahi@outlook.com - Notepad,[backspace]
2025-11-13 13:41:12.118,*bonargo_muchahi@outlook.com - Notepad,7
2025-11-13 13:41:12.567,*bonargo_muchahi@outlook.com - Notepad,[backspace]
2025-11-13 13:41:12.789,*bonargo_muchahi@outlook.com - Notepad,6
2025-11-13 13:41:12.903,*bonargo_muchahi@outlook.com - Notepad,5
2025-11-13 13:41:13.407,*bonargo_muchahi@outlook.com - Notepad,[shift]
2025-11-13 13:41:13.634,*bonargo_muchahi@outlook.com - Notepad,@
2025-11-13 13:41:14.050,*bonargo_muchahi@outlook.com - Notepad,0
2025-11-13 13:41:14.139,*bonargo_muchahi@outlook.com - Notepad,3
2025-11-13 13:41:14.244,*bonargo_muchahi@outlook.com - Notepad,0
2025-11-13 13:41:14.336,*bonargo_muchahi@outlook.com - Notepad,3
2025-11-13 13:41:14.432,*bonargo_muchahi@outlook.com - Notepad,0
2025-11-13 13:41:15.680,*bonargo_muchahi@outlook.com - Notepad,[enter]
2025-11-13 13:41:29.170,New Tab - Google Chrome,a
2025-11-13 13:41:29.259,New Tab - Google Chrome,n
2025-11-13 13:41:29.351,New Tab - Google Chrome,d
2025-11-13 13:41:29.439,New Tab - Google Chrome,[space]
2025-11-13 13:41:29.555,New Tab - Google Chrome,w
2025-11-13 13:41:29.673,New Tab - Google Chrome,e
2025-11-13 13:41:29.769,New Tab - Google Chrome,[space]
2025-11-13 13:41:29.884,New Tab - Google Chrome,c
2025-11-13 13:41:29.982,New Tab - Google Chrome,a
2025-11-13 13:41:30.055,New Tab - Google Chrome,n
2025-11-13 13:41:30.176,New Tab - Google Chrome,[space]
2025-11-13 13:41:30.262,New Tab - Google Chrome,s
2025-11-13 13:41:30.429,New Tab - Google Chrome,e
2025-11-13 13:41:30.561,New Tab - Google Chrome,e
2025-11-13 13:41:30.624,New Tab - Google Chrome,[space]
2025-11-13 13:41:30.780,New Tab - Google Chrome,h
2025-11-13 13:41:30.904,New Tab - Google Chrome,o
2025-11-13 13:41:30.970,New Tab - Google Chrome,w
2025-11-13 13:41:31.067,New Tab - Google Chrome,[space]
2025-11-13 13:41:31.209,New Tab - Google Chrome,w
2025-11-13 13:41:31.281,New Tab - Google Chrome,e
2025-11-13 13:41:31.351,New Tab - Google Chrome,[space]
2025-11-13 13:41:31.484,New Tab - Google Chrome,c
2025-11-13 13:41:31.571,New Tab - Google Chrome,a
2025-11-13 13:41:31.624,New Tab - Google Chrome,n
2025-11-13 13:41:31.744,New Tab - Google Chrome,[space]
2025-11-13 13:41:31.884,New Tab - Google Chrome,g
2025-11-13 13:41:31.937,New Tab - Google Chrome,o
2025-11-13 13:41:32.073,New Tab - Google Chrome,[space]
2025-11-13 13:41:32.325,New Tab - Google Chrome,f
2025-11-13 13:41:32.427,New Tab - Google Chrome,a
2025-11-13 13:41:32.624,New Tab - Google Chrome,r
2025-11-13 13:41:32.755,New Tab - Google Chrome,[space]
2025-11-13 13:41:32.798,New Tab - Google Chrome,a
2025-11-13 13:41:32.895,New Tab - Google Chrome,n
2025-11-13 13:41:32.967,New Tab - Google Chrome,d
2025-11-13 13:41:33.059,New Tab - Google Chrome,[space]
2025-11-13 13:41:33.164,New Tab - Google Chrome,s
2025-11-13 13:41:33.324,New Tab - Google Chrome,e
2025-11-13 13:41:33.454,New Tab - Google Chrome,e
2025-11-13 13:41:33.501,New Tab - Google Chrome,[space]
2025-11-13 13:41:33.615,New Tab - Google Chrome,h
2025-11-13 13:41:33.764,New Tab - Google Chrome,o
2025-11-13 13:41:33.828,New Tab - Google Chrome,w
2025-11-13 13:41:33.932,New Tab - Google Chrome,[space]
2025-11-13 13:41:34.256,New Tab - Google Chrome,f
2025-11-13 13:41:34.380,New Tab - Google Chrome,a
2025-11-13 13:41:34.567,New Tab - Google Chrome,r
2025-11-13 13:41:34.824,New Tab - Google Chrome,w
2025-11-13 13:41:35.233,New Tab - Google Chrome,[backspace]
2025-11-13 13:41:35.369,New Tab - Google Chrome,[space]
2025-11-13 13:41:35.477,New Tab - Google Chrome,w
2025-11-13 13:41:35.550,New Tab - Google Chrome,e
2025-11-13 13:41:35.715,New Tab - Google Chrome,[space]
2025-11-13 13:41:35.808,New Tab - Google Chrome,c
2025-11-13 13:41:35.946,New Tab - Google Chrome,a
2025-11-13 13:41:36.045,New Tab - Google Chrome,n
2025-11-13 13:41:36.157,New Tab - Google Chrome,[space]
2025-11-13 13:41:36.380,New Tab - Google Chrome,c
2025-11-13 13:41:36.433,New Tab - Google Chrome,o
2025-11-13 13:41:36.592,New Tab - Google Chrome,m
2025-11-13 13:41:36.700,New Tab - Google Chrome,e
2025-11-13 13:41:36.734,New Tab - Google Chrome,[space]
2025-11-13 13:41:36.827,New Tab - Google Chrome,f
2025-11-13 13:41:36.969,New Tab - Google Chrome,r
2025-11-13 13:41:37.006,New Tab - Google Chrome,o
2025-11-13 13:41:37.168,New Tab - Google Chrome,m
2025-11-13 13:41:37.292,New Tab - Google Chrome,[space]
2025-11-13 13:41:37.545,New Tab - Google Chrome,t
2025-11-13 13:41:37.620,New Tab - Google Chrome,h
2025-11-13 13:41:37.714,New Tab - Google Chrome,e
2025-11-13 13:41:37.846,New Tab - Google Chrome,r
2025-11-13 13:41:37.970,New Tab - Google Chrome,r
2025-11-13 13:41:37.990,New Tab - Google Chrome,e
2025-11-13 13:41:38.054,New Tab - Google Chrome,[space]
2025-11-13 13:41:38.484,New Tab - Google Chrome,a
2025-11-13 13:41:38.602,New Tab - Google Chrome,n
2025-11-13 13:41:38.669,New Tab - Google Chrome,d
2025-11-13 13:41:38.781,New Tab - Google Chrome,[space]
2025-11-13 13:41:38.896,New Tab - Google Chrome,t
2025-11-13 13:41:38.981,New Tab - Google Chrome,h
2025-11-13 13:41:39.108,New Tab - Google Chrome,e
2025-11-13 13:41:39.154,New Tab - Google Chrome,n
2025-11-13 13:41:39.248,New Tab - Google Chrome,[space]
2025-11-13 13:41:39.318,New Tab - Google Chrome,s
2025-11-13 13:41:39.472,New Tab - Google Chrome,e
2025-11-13 13:41:39.623,New Tab - Google Chrome,e
2025-11-13 13:41:39.680,New Tab - Google Chrome,[space]
2025-11-13 13:41:39.776,New Tab - Google Chrome,w
2025-11-13 13:41:39.858,New Tab - Google Chrome,e
2025-11-13 13:41:39.910,New Tab - Google Chrome,[space]
2025-11-13 13:41:40.062,New Tab - Google Chrome,c
2025-11-13 13:41:40.156,New Tab - Google Chrome,a
2025-11-13 13:41:40.208,New Tab - Google Chrome,n
2025-11-13 13:41:40.327,New Tab - Google Chrome,[space]
2025-11-13 13:41:40.400,New Tab - Google Chrome,s
2025-11-13 13:41:40.568,New Tab - Google Chrome,e
