pid,name,cpu_percent,memory_percent,num_handles,num_threads,nice,read_count,write_count,read_bytes,write_bytes,cpu_times_user,cpu_times_system,voluntary_ctx_switches,involuntary_ctx_switches,memory_rss,memory_vms
1132,dwm.exe,8.1,1.981409748698033,1384,30,0.0,118891,0,3286384,0,179.71875,85.046875,1199250,0,139.44921875,113.09765625
1156,svchost.exe,0.0,0.14236578070563474,202,4,0.0,9,0,18432,0,0.15625,0.25,479,0,10.01953125,2.0546875
1164,svchost.exe,0.0,0.36104850038602493,359,7,0.0,1911,356,52484312,5776916,69.46875,60.5625,495890,0,25.41015625,5.22265625
1232,svchost.exe,0.0,0.09485501724207789,117,4,0.0,0,0,0,0,0.015625,0.03125,147,0,6.67578125,1.33203125
1272,MemCompression,0.0,3.6668762838590503,0,30,0.0,0,0,0,0,0.0,25.671875,227100,0,258.0703125,0.83984375
1352,svchost.exe,0.0,0.17883140172848153,218,2,0.0,0,0,0,0,0.21875,0.125,87,0,12.5859375,2.53515625
1364,svchost.exe,0.0,0.21002421605852703,262,2,0.0,0,0,0,0,0.140625,0.25,65,0,14.78125,2.0078125
1416,Code.exe,0.0,0.7752690935268249,371,16,32768.0,12590,12091,96298401,1422160,0.96875,1.375,46179,0,54.5625,15.63671875
1428,svchost.exe,0.0,0.1329302318869377,175,4,0.0,0,0,0,0,0.078125,0.09375,427,0,9.35546875,1.76953125
1472,svchost.exe,0.0,0.10895283724177818,141,3,0.0,0,0,0,0,0.359375,0.234375,156,0,7.66796875,4.58203125
1520,svchost.exe,0.0,0.11117296637558924,186,3,0.0,0,0,0,0,0.1875,0.140625,8835,0,7.82421875,1.73828125
1532,svchost.exe,0.0,0.27368641897055945,1004,7,0.0,1,1,116,160,1.59375,2.125,916,0,19.26171875,4.80859375
1560,svchost.exe,0.0,0.1357608965325468,177,6,0.0,3,2,4746,276,0.03125,0.03125,115,0,9.5546875,1.80078125
1580,chrome.exe,0.0,0.34961483534689797,401,9,32.0,746,761,96064,247696,0.4375,0.265625,11939,0,24.60546875,10.3203125
1600,svchost.exe,0.0,0.1510797875558432,181,2,0.0,148,0,3056,0,0.09375,0.109375,532,0,10.6328125,1.828125
1624,svchost.exe,0.0,0.1841597116496281,259,10,0.0,0,0,0,0,1.71875,2.3125,2345,0,12.9609375,2.52734375
1680,svchost.exe,0.0,0.24537977251446833,434,7,0.0,737,2200,29397120,9295472,0.90625,1.984375,4853,0,17.26953125,13.59765625
1756,svchost.exe,0.0,0.27174380597847475,215,3,0.0,2,0,1024,0,0.15625,0.421875,268,0,19.125,2.56640625
1776,svchost.exe,0.0,1.558586155163715,247,5,0.0,3017,16740,190091009,49299195,198.1875,90.140625,210383,0,109.69140625,96.01953125
1804,svchost.exe,0.0,0.13781451598132205,175,5,0.0,35,0,754,0,0.1875,0.125,510,0,9.69921875,1.89453125
1812,svchost.exe,0.0,0.1062331790528596,250,4,0.0,0,0,0,0,0.203125,0.21875,5206,0,7.4765625,1.3515625
1900,svchost.exe,0.0,0.15873923306749135,315,10,0.0,2,0,824,0,1.578125,2.046875,3864,0,11.171875,3.1328125
1908,svchost.exe,0.0,0.12382770243831231,126,4,0.0,0,0,0,0,0.078125,0.109375,81,0,8.71484375,1.46875
1968,chrome.exe,0.0,0.11894341834392796,193,8,32.0,127,126,9929,1512,0.046875,0.015625,463,0,8.37109375,2.19140625
2004,powershell.exe,0.0,0.841650954627776,504,9,32.0,110,2,323739,120,1.03125,2.53125,68679,0,59.234375,51.7421875
2072,svchost.exe,0.0,0.22994987503448136,342,11,0.0,1,109,6,6407164,1.46875,1.84375,2874,0,16.18359375,5.859375
2104,svchost.exe,0.0,0.14208826456390836,181,8,0.0,0,0,0,0,1.0,0.5,3085,0,10.0,1.98828125
2112,svchost.exe,0.0,0.15646360070533502,195,3,0.0,0,0,0,0,0.140625,0.15625,166,0,11.01171875,1.86328125
2160,conhost.exe,0.0,0.1259923283437781,139,2,32.0,197,0,898,0,0.015625,0.03125,151,0,8.8671875,1.3671875
2224,Code.exe,0.0,1.749572763899812,1056,55,32.0,13010,8710,52938550,18960653,4.6875,4.375,89496,0,123.1328125,97.43359375
2320,msedge.exe,0.0,0.6004339242392034,330,18,32.0,1294,2389,4261615,2061986,0.53125,0.28125,3263,0,42.2578125,14.38671875
2404,svchost.exe,0.0,0.25309472125446175,381,11,0.0,0,0,0,0,0.453125,0.359375,1937,0,17.8125,3.28515625
2476,svchost.exe,0.0,0.13176466409168688,164,4,0.0,0,0,0,0,0.0625,0.09375,291,0,9.2734375,1.55078125
2504,svchost.exe,0.0,0.13825854180808428,235,8,0.0,0,0,0,0,0.453125,0.546875,646,0,9.73046875,2.28125
2536,pet.exe,0.0,0.09491052047042317,62,1,32.0,16,254,14513,38877,0.046875,0.109375,76,0,6.6796875,1.38671875
2544,Code.exe,0.0,1.535885334770497,348,24,32.0,261,1257,2025991,5362448,1.203125,0.734375,14374,0,108.09375,91.87109375
2572,svchost.exe,0.0,0.17050591747669003,207,5,0.0,0,0,0,0,0.21875,0.140625,102,0,12.0,2.15625
2640,svchost.exe,0.0,0.13553888361916572,185,3,0.0,0,0,0,0,0.375,0.359375,177,0,9.5390625,1.7578125
2696,svchost.exe,0.0,0.33063273125281334,336,6,0.0,286813,49662,107930231,15523016,13.5625,7.171875,6593,0,23.26953125,13.26171875
2724,RuntimeBroker.exe,0.0,0.14286530976074224,148,7,32.0,0,0,0,0,0.0,0.015625,87,0,10.0546875,1.8828125
2740,svchost.exe,0.0,0.17050591747669003,442,6,0.0,0,0,0,0,0.109375,0.234375,164,0,12.0,2.40234375
2812,svchost.exe,0.0,0.2515961340891393,234,4,0.0,7,0,1573376,0,0.125,0.28125,1328,0,17.70703125,2.5625
2848,svchost.exe,0.0,0.15746265881555,335,8,0.0,1,0,5199,0,0.125,0.09375,110,0,11.08203125,2.52734375
2852,backgroundTaskHost.exe,0.0,0.3405123058982726,296,12,32.0,2,0,1024,0,0.078125,0.03125,664,0,23.96484375,4.06640625
2924,powershell.exe,0.0,0.7776002291173266,496,9,32.0,113,49,297746,1078,2.765625,8.3125,236780,0,54.7265625,53.58203125
2932,spoolsv.exe,0.0,0.24748889519158884,431,7,0.0,2,2,232,320,0.109375,0.234375,1045,0,17.41796875,5.26953125
2976,svchost.exe,0.0,0.2678585799943054,452,16,0.0,1,2,116,32928,1.015625,1.765625,1427,0,18.8515625,10.4609375
2996,svchost.exe,0.0,0.13781451598132205,180,6,0.0,218,148,13588,17164,0.125,0.0625,117,0,9.69921875,1.8203125
3076,Notepad.exe,18.1,2.176004067276573,1651,27,32.0,7874,11661,516655,107449,36.03125,34.890625,277402,0,153.14453125,72.79296875
3084,svchost.exe,0.0,0.20242027377522415,395,5,0.0,1,1,116,160,0.203125,0.109375,1074,0,14.24609375,2.7578125
3096,svchost.exe,0.0,0.7946952234476717,848,15,0.0,374,2056,13674155,7180745,7.890625,6.59375,32159,0,55.9296875,25.03515625
3104,svchost.exe,0.0,0.4590116984154383,402,20,0.0,1335,4391,50660854,21527838,6.203125,9.125,23186,0,32.3046875,25.34765625
3196,svchost.exe,0.0,0.16234694290993434,215,5,0.0,285,191,19968,39580,0.140625,0.1875,2057,0,11.42578125,2.19921875
3204,svchost.exe,0.0,0.09885124968293782,133,3,0.0,44,0,22528,0,0.03125,0.03125,521,0,6.95703125,1.26171875
3216,svchost.exe,0.0,0.25226217282928265,367,11,0.0,1765,66,14183940,1683136,2.21875,1.78125,515,0,17.75390625,6.03515625
3224,svchost.exe,0.0,0.13304123834362824,131,2,0.0,0,0,0,0,0.015625,0.078125,183,0,9.36328125,1.66015625
3232,svchost.exe,0.0,0.34217740274863084,402,6,0.0,738,4564,3025376,9499720,0.25,0.46875,1782,0,24.08203125,4.26171875
3288,MsMpEng.exe,0.0,3.9996736410173295,1060,31,0.0,833675,3385,62090368215,355720750,1118.078125,1919.546875,3835952,0,281.4921875,321.71484375
3300,Taskmgr.exe,6.4,1.689129748231806,1025,22,32.0,338,2,1010535,16110,6.390625,10.328125,87406,0,118.87890625,47.125
3376,backgroundTaskHost.exe,0.0,1.0030543426558407,811,10,32.0,334,14,2418315,16899,1.046875,1.34375,5298,0,70.59375,24.0703125
3588,MpDefenderCoreService.exe,0.0,0.3335188991267677,491,9,0.0,683,27,5115419,41499,0.6875,1.21875,535,0,23.47265625,10.265625
3700,msedge.exe,0.0,1.5898344727221059,436,18,64.0,1591,2132,2266120,3426087,3.3125,0.5625,8266,0,111.890625,66.5
3712,msedge.exe,0.0,0.4341462521167544,330,18,32768.0,83,49,35081,75624,0.0,0.109375,345,0,30.5546875,12.0546875
3868,svchost.exe,0.0,0.2797362708601946,309,6,0.0,163,222,641772,493976,2.328125,4.34375,1702,0,19.6875,3.59765625
3936,svchost.exe,0.0,0.5565863738464347,547,3,32.0,116,1365,576336,2935548,0.890625,0.90625,231,0,39.171875,7.95703125
3980,svchost.exe,0.0,0.10190392724192802,106,3,32.0,0,0,0,0,0.078125,0.046875,73,0,7.171875,1.27734375
4168,msedgewebview2.exe,0.0,0.5772890780192229,385,19,32768.0,1284,737,596440,309008,0.15625,0.3125,12521,0,40.62890625,15.96484375
4328,taskhostw.exe,0.0,0.2958877103086701,329,8,32.0,29,708,1777664,14786560,0.75,0.859375,1984,0,20.82421875,5.9453125
4452,msedgewebview2.exe,0.0,0.272187831805237,175,10,32.0,372,647,8419202,11150501,0.171875,0.09375,1664,0,19.15625,9.44921875
4548,svchost.exe,0.0,0.3220297308592954,1000,12,0.0,9,6,58888,373260,1.703125,3.0625,3831,0,22.6640625,6.2265625
4632,msedgewebview2.exe,0.0,1.8204503864967307,354,16,64.0,3329,4456,16320684,9108955,7.171875,1.609375,21102,0,128.12109375,83.1640625
4672,AggregatorHost.exe,0.0,0.1915416410195499,184,4,0.0,58,42,10728728,6516,0.453125,0.46875,408,0,13.48046875,3.375
4680,Code.exe,0.0,2.7323129249812816,375,22,32.0,12981,9357,27906207,36847441,4.765625,1.8125,57777,0,192.296875,180.359375
4768,svchost.exe,0.0,0.34350948022891753,324,6,0.0,2,0,20324,0,0.328125,0.34375,469,0,24.17578125,3.56640625
4828,OpenConsole.exe,0.0,0.16284647196504184,167,5,32.0,52,27,363,538,0.046875,0.015625,2281,0,11.4609375,2.35546875
4856,svchost.exe,0.0,0.4054510830622463,478,7,32.0,70,1263,242034,2605227,0.890625,0.703125,520,0,28.53515625,6.6484375
4864,chrome.exe,0.0,0.3171454467649111,270,13,32.0,2688,2892,119784,246256,0.640625,0.625,14926,0,22.3203125,8.16015625
4880,sihost.exe,0.0,0.6778609277808644,735,14,32.0,226,0,149272,0,4.34375,7.765625,19161,0,47.70703125,7.640625
4948,svchost.exe,0.0,0.3679864039291846,289,9,0.0,15,0,22258,0,7.296875,5.34375,3494,0,25.8984375,4.41015625
5024,svchost.exe,0.0,0.21096777094039673,182,5,0.0,526,0,254889,0,0.09375,0.0,159,0,14.84765625,3.48828125
5052,RuntimeBroker.exe,0.0,0.6187499895931448,463,2,32.0,15,2,92459,248,0.828125,1.03125,740,0,43.546875,9.03125
5092,svchost.exe,0.0,0.25498183101820115,204,3,0.0,13,0,236419,0,0.265625,0.375,131,0,17.9453125,2.85546875
5172,msedgewebview2.exe,0.0,0.5331085082563828,325,17,32.0,2000,3682,4309388,1979479,0.796875,0.734375,5071,0,37.51953125,12.16015625
5208,svchost.exe,0.0,0.3157023628279339,422,7,0.0,28,6,11803,15858,0.265625,0.5,333,0,22.21875,4.85546875
5324,conhost.exe,0.0,0.1122275277141495,111,5,32.0,3,2,3,158,0.015625,0.0,185,0,7.8984375,1.29296875
5384,explorer.exe,13.7,3.8946615329880663,5115,92,32.0,17508,804,4982444,317462,69.375,60.09375,1312211,0,274.1015625,166.21484375
5412,svchost.exe,0.0,0.14258779361901586,227,7,0.0,0,0,0,0,0.078125,0.0625,160,0,10.03515625,2.31640625
5448,SearchIndexer.exe,0.0,0.44408132999055894,740,18,0.0,200124,7691,703731216,16372784,6.125,4.96875,34353,0,31.25390625,15.4609375
5588,svchost.exe,0.0,0.13603841267427322,135,3,0.0,0,0,0,0,0.109375,0.171875,94,0,9.57421875,1.6640625
5684,Code.exe,0.0,0.6807470956548187,335,15,32.0,481,1012,1132837,493488,0.375,0.1875,4167,0,47.91015625,13.40625
5700,ShellHost.exe,0.0,0.5450972055789625,404,7,32.0,1,0,512,0,0.203125,0.390625,3227,0,38.36328125,6.48828125
5712,svchost.exe,0.0,0.17494617574431215,186,4,0.0,427,1,18284,28672,0.140625,0.265625,46,0,12.3125,2.30078125
5832,ApplicationFrameHost.exe,0.0,0.4705008666829106,289,1,32.0,2,0,18950,0,0.140625,0.34375,51,0,33.11328125,5.078125
5880,CrossDeviceResume.exe,0.0,0.6277415125850795,440,6,32.0,13,0,41226,0,0.359375,0.65625,2050,0,44.1796875,8.28125
6112,svchost.exe,0.0,0.20258678346025993,252,2,32.0,1,0,6676,0,0.109375,0.109375,79,0,14.2578125,2.7109375
6164,msedge.exe,0.0,0.1376480062962862,159,7,32.0,24,15,7161,180,0.015625,0.0,109,0,9.6875,2.1015625
6296,svchost.exe,0.0,0.4455799171558814,479,12,0.0,82,27,1154438,1920,1.09375,0.65625,6446,0,31.359375,9.12890625
6356,svchost.exe,0.0,0.40001176668440924,328,5,32.0,0,0,0,0,0.375,0.515625,4908,0,28.15234375,4.0546875
6416,RuntimeBroker.exe,0.0,0.18088502117725677,155,1,32.0,1,0,6300,0,0.109375,0.171875,336,0,12.73046875,2.14453125
6444,msedgewebview2.exe,0.0,1.5550339485496174,1289,49,32.0,7438,3165,25349712,12094129,1.75,2.59375,18580,0,109.44140625,41.2734375
6528,python.exe,62.2,1.0092152010021662,163,6,32.0,931,0,13623115,0,1.359375,14.3125,22254,0,71.02734375,147.94140625
6636,msedge.exe,0.0,0.2892273229072369,177,10,32.0,139,150,162781,71459,0.03125,0.03125,576,0,20.35546875,8.8046875
6652,SearchHost.exe,0.0,2.026367363657707,1614,31,32.0,61417,57510,18124449,9776355,14.8125,13.59375,273951,0,142.61328125,49.3984375
6668,StartMenuExperienceHost.exe,0.0,1.9469422438956163,1207,24,32.0,3527,320,20040813,101870,7.15625,5.0625,49038,0,137.0234375,55.96875
6844,svchost.exe,0.0,0.12044200550925044,139,3,0.0,1,0,4503,0,0.03125,0.015625,242,0,8.4765625,1.640625
6864,RuntimeBroker.exe,0.0,0.3491153062917905,208,1,32.0,16,0,22122,0,0.328125,0.25,473,0,24.5703125,6.265625
6880,svchost.exe,0.0,0.3597719261340836,330,6,32.0,15,0,53546,0,0.765625,0.8125,1311,0,25.3203125,4.1171875
6944,Widgets.exe,0.0,0.9123620675396584,806,13,32.0,1308,1297,1281918,8435569,2.21875,3.75,5839,0,64.2109375,12.24609375
7040,smartscreen.exe,0.0,0.1806075050355304,183,7,32.0,0,0,0,0,0.03125,0.03125,196,0,12.7109375,2.6796875
7052,svchost.exe,0.0,0.18116253731898316,209,6,0.0,62,83,311296,1658880,0.078125,0.140625,361,0,12.75,6.5234375
7128,chrome.exe,0.0,1.030417434230062,292,16,64.0,729,717,338752,129056,0.109375,0.1875,3846,0,72.51953125,33.94140625
7172,chrome.exe,0.0,2.5469876455364027,561,17,64.0,66176,95007,178343047,138776873,92.4375,12.03125,502453,0,179.25390625,242.12109375
7252,chrome.exe,0.0,0.9227966744685704,332,15,64.0,3856,3985,2473683,1741009,1.90625,1.03125,30153,0,64.9453125,39.234375
7352,msedgewebview2.exe,0.0,1.7047261553968285,1305,47,32.0,32648,27568,87813206,71570811,5.15625,6.671875,122711,0,119.9765625,43.93359375
7460,msedgewebview2.exe,0.0,0.11905442480061852,151,7,32.0,16,7,6317,84,0.03125,0.078125,412,0,8.37890625,2.1015625
7696,Code.exe,0.0,1.400290947922986,325,24,32.0,188,883,1249870,3747592,1.28125,1.0625,43162,0,98.55078125,82.96484375
7768,ctfmon.exe,1.8,0.5373822568389691,623,12,128.0,1,0,16361,0,10.625,22.0,898680,0,37.8203125,11.125
7860,msedgewebview2.exe,0.0,0.5502590058150733,340,18,32.0,9636,20912,8365664,10405379,2.765625,1.859375,29275,0,38.7265625,12.95703125
7868,msedgewebview2.exe,0.0,0.5676315162871448,386,22,32768.0,9652,7164,7475085,987456,0.578125,1.71875,28663,0,39.94921875,15.22265625
7944,msedgewebview2.exe,0.0,0.2668595218840904,175,10,32.0,2018,1492,6700520,7740594,0.1875,0.21875,5180,0,18.78125,9.0390625
8016,svchost.exe,0.0,0.22900632015261166,188,5,32.0,1,0,6729,0,0.15625,0.125,435,0,16.1171875,2.3203125
8052,msedgewebview2.exe,0.0,1.7744937134268415,335,18,64.0,77640,95506,27328258,32837435,21.4375,5.390625,301857,0,124.88671875,87.67578125
8064,ShellExperienceHost.exe,0.0,0.9971154972228959,876,22,32.0,27,0,208822,0,1.453125,0.984375,13942,0,70.17578125,22.69921875
8096,LockApp.exe,0.0,0.9792434576957169,822,12,32.0,11,37,1856,260268,0.9375,0.53125,2749,0,68.91796875,17.01953125
8120,python.exe,5.2,0.35011436440200544,164,3,32.0,160,98,1913490,136648,0.859375,0.640625,24605,0,24.640625,14.875
8204,msedge.exe,0.0,2.2696935167234003,1512,52,32.0,4030,2733,18893663,16763093,1.609375,1.125,15638,0,159.73828125,55.9921875
8240,svchost.exe,0.0,0.19964511235796029,204,5,0.0,7,0,81547,0,0.203125,0.25,113,0,14.05078125,2.6171875
8260,OpenConsole.exe,0.0,0.16684270440590176,168,5,32.0,309,389,3598,7995,0.015625,0.140625,6465,0,11.7421875,2.328125
8268,svchost.exe,0.0,0.20935817731838374,256,9,0.0,3,1,529732,160,0.28125,0.375,214,0,14.734375,3.453125
8364,RuntimeBroker.exe,0.0,0.32902313763080027,245,2,32.0,5,0,15503,0,0.234375,0.171875,779,0,23.15625,3.1015625
8452,svchost.exe,0.0,0.20419637708227298,238,8,0.0,57,2,88568,131072,0.40625,0.203125,409,0,14.37109375,2.8984375
8528,OpenConsole.exe,0.0,0.26352932818337377,289,7,32.0,3159,4609,74542,116008,0.546875,1.078125,49169,0,18.546875,3.046875
8580,SecurityHealthService.exe,0.0,0.32424985999310646,499,8,0.0,198,9,2468406,206744,1.078125,1.25,6103,0,22.8203125,7.59375
8632,SecurityHealthSystray.exe,0.0,0.180329988893804,184,1,32.0,1,0,7057,0,0.078125,0.15625,582,0,12.69140625,1.8125
8704,chrome.exe,0.0,0.2758510448760252,209,11,32.0,2744,4554,1450282,2277245,0.734375,0.328125,21500,0,19.4140625,9.91015625
8932,NisSrv.exe,0.0,0.18243911157092452,212,3,0.0,1,0,4253,0,0.40625,0.4375,1892,0,12.83984375,4.0859375
9028,svchost.exe,0.0,0.22623115873534783,258,2,0.0,1,0,10355,0,0.21875,0.359375,36,0,15.921875,2.78515625
9112,powershell.exe,0.0,0.9764682962784531,1039,9,32.0,262,2078,838787,31569,3.359375,6.34375,173293,0,68.72265625,60.390625
9152,powershell.exe,0.0,0.7921975781721343,496,9,32.0,113,49,297746,1078,3.078125,7.75,222793,0,55.75390625,53.45703125
9156,conhost.exe,0.0,0.09496602369876844,99,2,32.0,0,0,0,0,0.015625,0.015625,77,0,6.68359375,1.1171875
9268,chrome.exe,0.0,0.8499764388795674,447,23,32768.0,72576,63838,215718289,8494000,20.3125,10.78125,644364,0,59.8203125,100.99609375
9412,powershell.exe,0.0,0.8624091620289095,739,9,32.0,129,231,298665,4635,2.515625,6.53125,184510,0,60.6953125,55.96484375
9448,Code.exe,0.0,5.56630776429111,259,15,32.0,10239,528,64517766,208310,13.625,3.546875,42040,0,391.75,403.66796875
9520,OpenConsole.exe,0.0,0.16240244613827962,164,5,32.0,34,21,251,478,0.03125,0.03125,2418,0,11.4296875,2.28515625
9608,chrome.exe,0.0,0.2601436312543119,179,8,32.0,108,97,72636,476696,0.0,0.046875,611,0,18.30859375,7.703125
9768,OneDrive.exe,0.0,1.8538078267322418,1185,36,32.0,1141,14520,15243320,5295447,7.375,8.390625,19670,0,130.46875,67.2421875
9864,Code.exe,0.0,1.43620153666238,331,22,32.0,2327,890,24591500,4250388,1.90625,1.015625,22446,0,101.078125,80.50390625
10156,chrome.exe,0.0,3.003335188991268,1805,45,32.0,416136,158132,1088711965,413492715,39.46875,35.390625,915103,0,211.37109375,104.5625
10176,chrome.exe,0.0,0.5323869662878942,228,13,64.0,36,57,95539,9576,0.03125,0.0625,395,0,37.46875,18.1796875
10340,UserOOBEBroker.exe,0.0,0.1550760199967031,152,6,32.0,1,0,5496,0,0.09375,0.125,112,0,10.9140625,1.87890625
10536,svchost.exe,0.0,0.37248216542515195,263,18,0.0,41,18,165991,129051,2.453125,3.203125,119611,0,26.21484375,16.08203125
10576,svchost.exe,0.0,0.13964612251671618,216,4,0.0,2,1,4967,160,0.015625,0.0625,503,0,9.828125,1.80859375
10600,OneDrive.Sync.Service.exe,0.0,0.6978975932135092,539,16,32.0,375,1106,1781723,424080,0.796875,0.859375,1426,0,49.1171875,37.66796875
10620,Code.exe,0.0,3.4883223982722957,466,15,64.0,32855,27457,76313002,103902305,15.328125,2.796875,145788,0,245.50390625,215.67578125
10656,svchost.exe,0.0,0.12021999259586934,154,5,0.0,1,0,5779,0,0.09375,0.171875,48,0,8.4609375,1.578125
10816,Code.exe,0.0,0.4520737948722787,232,7,32.0,32,10,7532,120,0.03125,0.0625,290,0,31.81640625,10.68359375
10848,FileCoAuth.exe,0.0,0.504080319831803,476,10,32.0,500,657,268236,145002,0.390625,0.296875,1875,0,35.4765625,13.4296875
11004,WindowsTerminal.exe,0.0,1.4786615063465167,1127,23,32.0,135061,4600,3015470,80825,67.0,50.3125,391239,0,104.06640625,42.7265625
11152,svchost.exe,0.0,0.131986677005068,222,7,0.0,1,0,6010,0,0.078125,0.25,78,0,9.2890625,2.0078125
11436,audiodg.exe,0.0,0.2231784811763576,279,7,32.0,0,0,0,0,0.09375,0.25,1070,0,15.70703125,6.34765625
12144,msedge.exe,0.0,0.4510192335337185,211,14,64.0,46,69,75984,10248,0.0625,0.03125,622,0,31.7421875,16.18359375
0,System Idle Process,260.0,0.0001110064566905534,0,12,0.0,0,0,0,0,0.0,58706.49999999999,18740777,0,0.0078125,0.05859375
4,System,0.0,0.0023866388188468982,3776,156,0.0,542,2408,654472,127535512,0.0,706.46875,5013546,0,0.16796875,0.0390625
124,Registry,0.0,0.8794486531309093,0,4,0.0,4,4299,2048,81817600,0.0,2.015625,7770,0,61.89453125,6.21484375
472,smss.exe,0.0,0.020591697716097656,58,2,0.0,24,13,2795354,24740,0.0625,0.265625,1427,0,1.44921875,1.140625
512,fontdrvhost.exe,0.0,0.05394913795160896,43,5,0.0,0,0,0,0,0.015625,0.015625,1462,0,3.796875,1.3984375
516,fontdrvhost.exe,0.0,0.06826897086469035,43,5,0.0,0,0,0,0,0.03125,0.09375,3941,0,4.8046875,1.7734375
648,csrss.exe,0.0,0.09935077873804529,525,11,0.0,387,0,301701,0,0.515625,1.953125,39047,0,6.9921875,1.96875
720,wininit.exe,0.0,0.12732440582406476,160,2,0.0,2,0,36868,0,0.03125,0.203125,592,0,8.9609375,1.4921875
728,csrss.exe,0.0,0.10417955960408437,681,14,0.0,24155,0,716682,0,0.734375,18.234375,404180,0,7.33203125,2.16796875
792,winlogon.exe,0.0,0.22750773298728919,290,3,0.0,3,1,365824,160,0.0625,0.265625,1374,0,16.01171875,2.47265625
868,services.exe,0.0,0.1463065099181494,629,9,0.0,3,1,1140,160,3.234375,4.640625,3595,0,10.296875,4.8046875
888,lsass.exe,0.0,0.41366556085734724,1597,11,0.0,839,302,716958,314630,84.953125,84.953125,716716,0,29.11328125,8.63671875
964,svchost.exe,0.0,0.24482474023101555,1243,16,0.0,33,0,16896,0,12.75,10.921875,34843,0,17.23046875,7.5546875
968,svchost.exe,0.0,0.218238693853628,254,3,0.0,33,0,16896,0,0.46875,0.359375,191,0,15.359375,2.296875
976,msedgewebview2.exe,0.0,0.1193874441706902,151,7,32.0,19,10,6431,120,0.03125,0.046875,151,0,8.40234375,2.09765625
1016,svchost.exe,0.0,0.5816738330584998,1290,23,0.0,111,11,1316268,204800,5.4375,7.9375,14025,0,40.9375,12.4296875
1032,svchost.exe,0.0,0.18610232464171278,322,7,0.0,0,0,0,0,0.6875,0.796875,2576,0,13.09765625,2.78515625
1096,chrome.exe,0.0,0.7755466096685514,456,19,32.0,49363,161951,48734870,143962497,22.40625,16.09375,194272,0,54.58203125,24.875
1132,dwm.exe,9.7,1.9015406031091797,1384,30,0.0,118891,0,3286384,0,180.140625,85.1875,1205221,0,133.828125,107.44921875
1156,svchost.exe,0.0,0.14258779361901586,202,5,0.0,9,0,18432,0,0.15625,0.25,481,0,10.03515625,2.10546875
1164,svchost.exe,0.0,0.36104850038602493,359,7,0.0,1911,356,52484312,5776916,69.46875,60.5625,495890,0,25.41015625,5.22265625
1232,svchost.exe,0.0,0.09485501724207789,117,4,0.0,0,0,0,0,0.015625,0.03125,147,0,6.67578125,1.33203125
1272,MemCompression,0.0,3.664489645040204,0,30,0.0,0,0,0,0,0.0,25.671875,227112,0,257.90234375,0.83984375
1352,svchost.exe,0.0,0.17899791141351737,218,3,0.0,0,0,0,0,0.21875,0.125,88,0,12.59765625,2.5859375
1364,svchost.exe,0.0,0.2101907257435629,262,3,0.0,0,0,0,0,0.140625,0.25,66,0,14.79296875,2.05859375
1416,Code.exe,0.0,0.7752690935268249,371,16,32768.0,12590,12091,96298401,1422160,0.96875,1.375,46184,0,54.5625,15.63671875
1428,svchost.exe,0.0,0.13315224480031881,175,5,0.0,0,0,0,0,0.078125,0.09375,428,0,9.37109375,1.8203125
1472,svchost.exe,0.0,0.109119346926814,141,4,0.0,0,0,0,0,0.359375,0.234375,161,0,7.6796875,4.6328125
1520,svchost.exe,0.0,0.11133947606062507,186,4,0.0,0,0,0,0,0.1875,0.140625,8836,0,7.8359375,1.7890625
1532,svchost.exe,0.0,0.27368641897055945,1004,7,0.0,1,1,116,160,1.59375,2.125,923,0,19.26171875,4.80859375
1560,svchost.exe,0.0,0.1357608965325468,177,6,0.0,3,2,4746,276,0.03125,0.03125,115,0,9.5546875,1.80078125
1580,chrome.exe,0.0,0.34961483534689797,401,9,32.0,746,761,96064,247696,0.4375,0.265625,11942,0,24.60546875,10.3203125
1600,svchost.exe,0.0,0.151246297240879,181,3,0.0,148,0,3056,0,0.09375,0.109375,533,0,10.64453125,1.8828125
1624,svchost.exe,0.0,0.1841597116496281,259,10,0.0,0,0,0,0,1.71875,2.3125,2345,0,12.9609375,2.52734375
1680,svchost.exe,0.0,0.24554628219950414,434,8,0.0,737,2200,29397120,9295472,0.90625,1.984375,4854,0,17.28125,13.6484375
1756,svchost.exe,0.0,0.27191031566351054,215,4,0.0,2,0,1024,0,0.15625,0.421875,269,0,19.13671875,2.6171875
1776,svchost.exe,2.4,1.5596962197306208,247,5,0.0,3017,16740,190091009,49299195,198.21875,90.15625,210504,0,109.76953125,96.09765625
1804,svchost.exe,0.0,0.1379810256663579,175,6,0.0,35,0,754,0,0.1875,0.125,511,0,9.7109375,1.9453125
1812,svchost.exe,0.0,0.1062331790528596,250,4,0.0,0,0,0,0,0.203125,0.21875,5206,0,7.4765625,1.3515625
1900,svchost.exe,0.0,0.15873923306749135,315,10,0.0,2,0,824,0,1.578125,2.046875,3864,0,11.171875,3.1328125
1908,svchost.exe,0.0,0.12382770243831231,126,4,0.0,0,0,0,0,0.078125,0.109375,81,0,8.71484375,1.46875
1968,chrome.exe,0.0,0.11894341834392796,193,8,32.0,127,126,9929,1512,0.046875,0.015625,463,0,8.37109375,2.19140625
2004,powershell.exe,0.0,0.8417619610844664,504,9,32.0,110,2,323739,120,1.03125,2.53125,68893,0,59.2421875,51.7421875
